@RELATION Weka

@ATTRIBUTE    charlength  REAL
@ATTRIBUTE    currencycount  REAL
@ATTRIBUTE    numstring  REAL
@ATTRIBUTE    freqword  REAL
@ATTRIBUTE    score   {ham,spam}

@data
126,0,0,2,ham
25,0,1,1,ham
159,1,9,2,spam
301,0,3,4,ham
86,0,3,1,spam
23,0,0,1,ham
198,0,0,2,ham
32,0,0,2,ham
30,0,0,1,ham
39,0,0,2,ham
98,0,0,2,ham
14,0,0,1,ham
27,0,0,1,ham
155,0,3,1,spam
69,0,0,3,ham
157,0,0,4,ham
156,0,4,2,spam
54,0,0,1,ham
39,0,0,1,ham
76,0,0,2,ham
45,0,0,1,ham
144,0,0,4,ham
180,0,0,4,ham
165,0,2,3,ham
61,0,0,1,ham
158,0,2,2,spam
39,0,0,1,ham
41,0,0,1,ham
74,0,0,1,ham
204,0,0,3,ham
88,0,0,1,ham
159,1,4,1,spam
74,0,0,1,ham
37,0,0,1,ham
39,0,0,1,ham
35,0,0,1,ham
43,0,0,1,ham
42,0,4,1,ham
37,0,0,1,ham
30,0,1,1,ham
82,0,0,1,ham
32,0,0,1,ham
28,0,0,1,ham
120,2,5,2,spam
55,0,0,1,ham
67,0,0,2,ham
244,0,0,4,ham
24,0,0,1,ham
159,0,0,2,ham
159,0,0,3,ham
70,0,0,1,ham
57,0,0,1,ham
162,1,5,2,spam
139,0,0,4,ham
40,0,0,1,ham
86,0,0,2,ham
116,0,0,2,ham
3,0,0,1,ham
53,0,0,1,ham
42,0,0,2,ham
54,0,0,1,ham
33,0,1,1,ham
30,0,0,1,ham
70,0,0,4,ham
94,0,2,1,ham
62,0,0,2,ham
72,0,0,1,ham
142,0,0,2,ham
85,0,0,1,ham
66,0,0,1,ham
32,0,0,1,ham
55,0,0,1,ham
162,1,2,3,spam
58,0,0,1,ham
16,0,0,1,ham
71,0,0,2,ham
38,0,0,1,ham
44,0,0,1,ham
77,0,1,1,ham
148,0,0,2,ham
152,1,5,2,spam
32,0,0,1,ham
85,0,0,1,ham
22,0,0,1,ham
139,0,2,4,spam
38,0,0,1,ham
109,0,9,1,spam
32,0,0,1,ham
107,1,2,1,spam
198,0,0,3,ham
104,0,1,2,ham
44,0,0,1,ham
42,0,0,1,ham
61,0,0,1,ham
43,0,0,1,ham
46,0,1,1,ham
76,0,0,1,ham
61,0,0,1,ham
74,0,0,1,ham
46,0,0,1,ham
61,0,0,2,ham
22,0,0,1,ham
50,0,0,1,ham
44,0,0,2,ham
257,0,0,3,ham
159,0,0,9,ham
58,0,0,1,ham
76,0,0,2,ham
95,1,1,2,ham
96,0,2,1,spam
29,0,0,1,ham
63,0,0,1,ham
53,0,0,1,ham
34,0,0,1,ham
33,0,0,1,ham
151,0,5,2,spam
65,0,0,1,ham
151,1,4,2,spam
30,0,0,1,ham
153,0,6,2,spam
19,0,0,1,ham
121,1,4,2,spam
36,0,0,1,ham
40,0,0,1,ham
63,0,0,1,ham
4,0,0,1,ham
50,0,0,1,ham
28,0,0,1,ham
57,0,1,1,ham
128,0,7,1,spam
145,0,2,1,spam
32,0,0,1,ham
38,0,0,1,ham
86,0,0,2,ham
37,0,0,1,ham
116,0,0,2,ham
77,0,0,1,ham
86,0,3,1,spam
17,0,0,1,ham
156,0,3,2,ham
38,0,1,2,ham
13,0,0,1,ham
88,0,0,2,ham
64,0,0,1,ham
205,0,0,3,ham
158,1,9,1,spam
112,0,2,1,ham
78,0,0,2,ham
121,0,0,2,ham
25,0,0,1,ham
46,0,0,1,ham
28,0,0,1,ham
126,0,0,2,ham
46,0,0,2,ham
23,0,0,1,ham
84,0,1,1,ham
72,0,0,1,ham
30,0,0,1,ham
22,0,0,1,ham
48,0,0,2,ham
24,0,0,1,ham
46,0,0,1,ham
86,0,0,1,ham
158,0,0,4,ham
31,0,0,1,ham
25,0,0,1,ham
100,0,0,2,spam
35,0,0,1,ham
106,0,0,5,ham
48,0,2,1,ham
60,0,0,2,ham
97,0,0,3,ham
36,0,0,1,ham
71,0,0,1,ham
83,0,0,1,ham
153,0,2,3,ham
38,0,0,2,ham
82,0,0,2,ham
114,0,3,2,spam
94,0,0,2,ham
52,0,0,1,ham
84,0,0,1,ham
33,0,0,1,ham
42,0,0,1,ham
24,0,0,1,ham
54,0,0,1,ham
23,0,0,1,ham
137,0,4,1,spam
45,0,0,1,ham
37,0,0,1,ham
28,0,0,1,ham
44,0,0,1,ham
135,1,2,2,spam
73,0,0,2,ham
202,0,0,2,ham
140,0,0,2,ham
146,0,7,1,spam
13,0,1,1,ham
29,0,0,1,ham
53,0,1,1,ham
132,0,0,2,ham
35,0,0,2,ham
160,0,4,2,spam
96,0,0,2,ham
73,0,1,1,ham
18,0,1,1,spam
55,0,0,1,ham
60,0,0,2,ham
83,0,0,1,ham
111,0,0,2,ham
40,0,0,1,ham
141,0,0,3,ham
63,0,1,1,spam
104,0,0,1,ham
133,0,2,1,ham
137,1,3,1,spam
26,0,0,1,ham
53,0,0,1,ham
70,0,0,1,ham
67,0,0,2,ham
22,0,0,1,ham
63,0,0,1,ham
95,0,4,1,spam
143,0,2,2,spam
33,0,0,1,ham
159,1,5,2,spam
74,0,0,1,ham
60,0,0,2,ham
144,0,0,2,ham
220,0,0,2,ham
55,0,2,2,ham
127,0,2,2,ham
27,0,1,1,ham
162,0,0,2,ham
112,0,0,2,ham
161,0,11,2,spam
149,2,7,1,spam
30,0,0,1,ham
3,0,0,1,ham
61,0,0,1,ham
73,0,0,1,spam
39,0,0,1,ham
103,0,1,1,ham
44,0,0,1,ham
159,1,6,2,spam
34,0,0,1,ham
37,0,0,1,ham
89,0,1,2,ham
31,0,0,1,ham
22,0,0,1,ham
36,0,0,1,ham
23,0,0,1,ham
45,0,0,1,ham
42,0,0,1,ham
40,0,0,1,ham
28,0,0,1,ham
84,0,0,1,ham
52,0,0,1,ham
78,0,0,1,ham
54,0,1,2,ham
159,1,2,3,spam
23,0,0,1,ham
93,0,0,2,ham
24,0,0,1,ham
51,0,0,1,ham
22,0,0,1,ham
149,2,7,1,spam
23,0,0,1,ham
65,0,0,1,ham
21,0,0,1,ham
29,0,0,1,ham
47,2,2,2,spam
156,0,4,2,spam
66,0,0,2,ham
32,0,0,1,ham
34,0,0,2,ham
153,0,0,2,ham
23,0,0,1,ham
32,0,0,1,ham
69,0,0,1,ham
180,0,0,3,ham
255,0,0,2,ham
31,0,0,1,ham
59,0,1,2,ham
156,2,5,1,spam
159,1,6,2,spam
138,0,0,2,ham
67,0,0,2,ham
37,0,0,1,ham
122,0,0,4,ham
29,0,0,1,ham
97,0,0,2,ham
149,0,3,2,spam
141,1,1,1,spam
76,0,0,1,ham
84,0,0,3,ham
56,0,0,1,ham
106,0,1,1,spam
36,0,0,1,ham
84,0,0,1,ham
128,0,1,2,ham
114,0,4,3,spam
96,0,0,1,ham
35,0,0,1,ham
46,0,0,1,ham
276,0,0,3,ham
25,0,0,1,ham
46,0,0,1,ham
153,0,0,3,ham
74,0,0,1,ham
154,0,0,2,spam
27,0,0,1,ham
148,0,8,1,spam
63,0,0,2,ham
147,0,0,3,ham
135,0,2,2,spam
154,0,1,2,ham
70,0,0,1,ham
157,0,0,2,ham
24,0,0,1,ham
85,0,0,1,ham
49,0,1,2,ham
26,0,0,1,ham
48,0,0,1,ham
35,0,1,1,ham
24,0,0,1,ham
167,1,5,2,spam
49,0,0,1,ham
132,0,2,3,spam
48,0,0,1,ham
80,0,1,2,ham
39,0,1,1,ham
122,0,6,2,spam
29,0,0,1,ham
32,0,0,1,ham
75,0,0,1,ham
141,0,5,1,spam
25,0,0,1,ham
60,0,0,1,ham
154,0,0,6,ham
230,0,0,2,ham
27,0,0,1,ham
94,0,1,1,ham
87,0,2,3,ham
116,0,0,2,ham
126,0,0,2,ham
28,0,0,1,ham
160,0,0,2,ham
60,0,0,2,ham
153,0,0,4,ham
55,0,0,1,ham
157,0,7,2,spam
22,0,0,1,ham
42,0,0,1,ham
36,0,0,1,ham
34,0,0,1,ham
153,0,0,4,ham
147,0,0,3,ham
152,0,1,2,spam
55,0,0,1,ham
54,0,0,2,ham
34,0,0,1,ham
22,0,0,1,ham
111,0,0,2,ham
159,0,0,2,ham
89,0,1,2,ham
153,0,1,3,ham
67,0,0,3,ham
146,0,1,4,spam
48,0,0,1,ham
57,0,0,2,ham
161,0,0,2,ham
139,0,0,2,ham
160,0,3,2,spam
158,0,0,4,ham
90,0,0,2,ham
29,0,0,1,ham
22,0,0,1,ham
161,2,8,1,spam
38,0,1,2,ham
144,0,3,2,spam
92,0,0,2,ham
84,0,0,2,ham
74,0,0,1,ham
40,0,1,1,ham
63,0,0,1,ham
154,0,2,2,spam
134,0,0,1,ham
35,0,0,1,ham
35,0,0,1,ham
112,0,0,2,spam
54,0,0,1,ham
27,0,0,1,ham
157,0,9,2,spam
111,0,0,1,ham
157,0,0,2,ham
124,0,0,2,ham
22,0,0,1,ham
77,0,1,1,ham
37,0,0,2,ham
71,0,0,2,ham
74,0,0,2,ham
28,0,0,1,ham
34,0,0,1,ham
35,0,0,1,ham
67,0,1,2,ham
41,0,0,2,ham
144,1,9,1,spam
33,0,0,1,ham
83,0,1,2,ham
38,0,0,1,ham
61,0,0,1,ham
32,0,0,1,ham
62,0,0,1,ham
79,0,0,1,ham
22,0,0,1,ham
158,0,0,4,ham
37,0,0,1,ham
23,0,0,1,ham
43,0,0,1,ham
149,0,6,3,spam
108,0,0,3,ham
158,0,8,2,spam
155,0,3,1,spam
148,1,3,3,spam
23,0,0,1,ham
81,0,0,1,ham
154,0,0,5,ham
85,0,1,2,ham
54,0,0,1,ham
157,0,3,1,spam
22,0,0,1,ham
34,0,0,1,ham
69,0,1,2,ham
74,0,4,3,ham
102,0,0,2,ham
22,0,0,1,ham
72,0,1,1,spam
32,0,0,1,ham
77,0,1,1,ham
26,0,0,1,ham
29,0,0,1,ham
52,0,1,1,ham
60,0,1,1,ham
44,0,0,2,ham
77,0,1,2,ham
263,0,0,2,ham
65,0,0,1,ham
31,0,0,1,ham
73,0,0,2,ham
127,0,0,4,ham
131,0,0,1,ham
31,0,0,1,ham
24,0,0,1,ham
71,0,0,2,ham
23,0,0,1,ham
79,0,2,1,ham
24,0,0,1,ham
97,0,0,3,ham
71,0,0,3,ham
157,0,1,4,spam
160,1,5,1,spam
38,0,0,1,ham
44,0,0,1,ham
88,0,2,2,ham
155,0,0,3,ham
36,0,0,1,ham
135,0,5,2,spam
7,0,0,1,ham
71,0,0,1,ham
27,0,1,1,ham
49,0,0,1,ham
105,0,1,2,spam
74,0,0,1,spam
46,0,0,1,ham
23,0,0,1,ham
183,0,0,2,ham
118,0,0,2,ham
92,0,0,2,ham
38,0,0,1,ham
157,1,1,2,spam
87,0,0,2,ham
152,0,2,1,spam
29,0,0,2,ham
154,0,0,5,ham
45,0,0,1,ham
24,0,0,1,ham
69,0,0,1,ham
141,0,0,2,ham
114,0,0,2,ham
132,0,0,2,ham
85,0,0,1,ham
75,0,3,2,ham
32,0,0,1,ham
37,0,0,1,ham
122,0,0,3,ham
136,0,5,2,spam
19,0,0,1,ham
106,0,0,1,ham
67,0,0,1,ham
51,0,0,1,ham
40,0,0,1,ham
40,0,0,1,ham
28,0,0,1,ham
163,0,2,2,spam
158,1,4,2,spam
152,0,1,2,ham
17,0,0,1,ham
138,0,0,2,ham
60,0,0,2,ham
28,0,0,1,ham
142,0,0,3,ham
139,0,0,5,ham
80,0,0,2,ham
34,0,0,1,ham
290,0,0,5,ham
25,0,0,1,ham
5,0,0,1,ham
63,0,0,2,ham
74,0,3,1,spam
155,0,4,3,spam
81,0,1,1,spam
138,0,0,2,spam
162,2,8,1,spam
153,0,0,2,ham
104,0,0,1,ham
82,0,0,1,ham
74,0,1,2,ham
15,0,0,1,ham
77,0,0,1,ham
37,0,0,1,ham
129,0,0,1,ham
54,0,1,1,ham
63,0,0,2,ham
66,0,0,2,ham
134,0,5,1,spam
329,0,1,3,ham
40,0,0,1,ham
86,0,0,2,ham
82,0,2,2,ham
24,0,0,1,ham
111,0,0,3,ham
156,0,1,2,ham
36,0,0,1,ham
35,0,0,1,ham
112,0,0,2,ham
72,0,0,2,ham
61,0,0,2,ham
27,0,0,1,ham
30,0,0,1,ham
46,0,0,1,ham
32,0,0,1,ham
43,0,0,1,ham
161,0,7,1,spam
154,0,6,1,ham
55,0,0,1,ham
27,0,0,1,ham
35,0,0,1,ham
39,0,0,1,ham
70,0,0,2,ham
115,0,1,2,ham
68,0,0,1,ham
29,0,1,1,ham
27,0,0,1,ham
34,0,0,1,ham
66,0,0,2,ham
21,0,0,1,ham
139,0,1,3,ham
150,0,1,4,ham
49,0,0,1,ham
19,0,0,1,ham
40,0,1,1,ham
145,0,3,3,spam
113,0,0,2,ham
44,0,0,2,ham
51,0,0,1,ham
156,0,0,2,ham
33,0,0,1,ham
157,0,1,2,ham
163,0,3,1,spam
32,0,0,1,ham
46,0,0,1,ham
142,0,3,3,ham
126,0,6,1,spam
36,0,0,1,ham
117,0,0,2,ham
90,0,1,2,ham
52,0,0,1,ham
180,0,1,3,ham
39,0,0,2,ham
87,0,0,1,ham
47,0,0,1,ham
70,0,0,1,ham
121,0,2,2,ham
14,0,0,1,ham
135,0,2,2,spam
142,0,0,2,ham
133,1,2,2,spam
23,0,0,1,ham
64,0,0,2,ham
146,1,3,2,spam
144,0,5,2,spam
25,0,1,1,ham
45,0,0,1,ham
36,0,0,1,ham
101,0,0,1,ham
38,0,0,3,ham
142,0,0,1,ham
51,0,0,1,ham
163,0,1,2,ham
156,0,4,3,spam
146,0,0,1,ham
27,0,0,1,ham
41,0,0,1,ham
25,0,0,1,ham
151,0,0,2,ham
85,0,0,1,ham
30,0,0,1,ham
72,0,2,1,spam
60,0,0,3,ham
74,0,0,1,ham
61,0,0,2,ham
22,0,0,1,ham
408,0,0,4,ham
56,0,0,1,ham
31,0,1,1,ham
45,0,0,2,ham
138,0,1,3,ham
22,0,0,1,ham
38,0,0,1,ham
53,0,0,1,ham
132,0,2,1,spam
93,0,0,1,ham
283,0,0,3,ham
81,0,0,1,spam
36,0,0,5,ham
60,0,0,1,ham
36,0,0,1,ham
154,0,0,5,ham
103,0,0,2,ham
65,0,0,1,ham
149,0,0,2,ham
200,0,1,2,ham
26,0,0,1,ham
124,0,0,1,ham
31,0,1,2,ham
65,0,0,1,ham
39,0,0,1,ham
83,0,0,1,ham
42,0,0,1,ham
35,0,0,1,ham
23,0,0,1,ham
41,0,0,2,ham
72,0,1,2,ham
66,0,0,1,ham
43,0,0,2,ham
46,0,1,1,ham
116,0,0,2,ham
56,0,1,1,ham
55,0,0,1,ham
137,0,4,2,spam
166,0,0,2,ham
29,0,0,1,ham
96,0,0,2,ham
36,0,0,1,ham
49,0,0,1,ham
61,0,1,1,ham
39,0,0,1,ham
141,0,1,2,ham
30,0,0,1,ham
30,0,1,1,ham
31,0,0,1,ham
73,0,0,2,ham
25,0,0,1,ham
161,2,10,3,spam
29,0,0,1,ham
379,0,0,7,ham
69,0,0,1,ham
26,0,0,1,ham
36,0,0,1,ham
324,0,1,12,ham
116,0,0,2,ham
50,0,0,1,ham
89,0,1,3,ham
149,0,3,4,spam
237,0,0,2,ham
236,0,0,2,ham
95,0,0,1,ham
85,0,1,2,ham
44,0,1,1,ham
95,0,0,1,ham
23,0,0,1,ham
145,0,1,3,ham
26,0,0,1,ham
160,0,3,5,ham
97,0,1,1,ham
39,0,0,1,ham
47,0,1,1,spam
24,0,0,1,ham
65,0,3,1,spam
33,0,0,1,ham
76,0,2,3,ham
49,0,1,1,ham
15,0,0,1,ham
22,0,0,1,ham
51,0,0,1,ham
28,0,0,1,ham
69,0,1,2,ham
159,0,0,2,ham
44,0,0,1,ham
24,0,0,1,ham
20,0,0,1,ham
126,0,0,3,ham
41,0,1,1,ham
40,0,0,1,ham
162,0,1,2,ham
171,0,0,2,ham
28,0,0,1,ham
62,0,0,2,ham
71,0,0,3,ham
109,0,0,2,ham
135,0,0,3,ham
2,0,0,1,ham
125,2,6,1,spam
158,0,6,1,spam
17,0,0,1,ham
21,0,0,1,ham
25,0,1,1,ham
23,0,0,1,ham
74,0,0,1,ham
73,0,2,1,spam
26,0,0,1,ham
149,0,1,2,ham
24,0,0,1,ham
30,0,0,1,ham
62,0,0,1,ham
132,0,0,4,ham
43,0,0,1,ham
51,0,1,2,spam
42,0,0,1,ham
58,0,0,1,ham
161,0,7,1,spam
125,0,0,1,ham
94,0,0,2,ham
104,0,3,1,ham
94,0,0,2,ham
39,0,0,1,ham
26,0,2,1,ham
60,0,0,3,ham
22,0,0,1,ham
158,0,1,3,ham
163,1,8,2,spam
58,0,0,1,ham
120,0,3,3,ham
47,0,0,1,ham
110,0,0,2,ham
205,0,0,5,ham
73,0,0,1,ham
160,0,4,3,spam
31,0,1,1,ham
29,0,0,2,ham
152,0,0,2,ham
42,0,0,1,ham
48,0,0,1,ham
137,0,0,2,ham
105,0,0,1,ham
155,0,0,2,ham
143,0,6,3,spam
45,0,0,1,ham
35,0,0,1,ham
78,0,0,1,ham
159,0,0,2,ham
126,0,1,5,ham
49,0,0,1,ham
73,0,0,1,ham
162,0,3,3,ham
50,0,0,1,ham
137,0,3,2,ham
120,0,0,2,ham
54,0,0,2,ham
151,0,8,5,ham
23,0,0,1,ham
52,0,0,2,ham
90,0,0,3,ham
23,0,0,1,ham
24,0,0,1,ham
156,0,0,3,ham
25,0,0,1,ham
73,0,0,2,ham
34,0,0,1,ham
158,0,0,3,ham
208,0,1,3,ham
56,0,0,2,ham
112,0,0,2,ham
35,0,0,1,ham
156,0,6,1,spam
120,0,2,1,ham
30,0,0,1,ham
144,2,11,1,spam
24,0,0,1,ham
46,0,1,1,ham
115,0,5,1,spam
159,0,1,2,spam
152,0,9,2,spam
34,0,0,1,ham
142,0,0,2,ham
75,0,0,3,ham
95,0,0,3,ham
127,1,6,2,spam
77,0,0,1,ham
158,0,3,3,spam
159,1,9,2,spam
79,0,0,1,ham
229,0,0,5,ham
44,0,0,1,ham
117,0,0,4,ham
156,1,5,2,spam
70,0,0,2,ham
53,0,0,2,ham
106,0,0,3,ham
30,0,0,1,ham
86,0,0,1,ham
38,0,0,1,ham
67,0,0,4,ham
39,0,0,1,ham
97,0,2,2,ham
144,0,5,2,spam
153,0,0,2,ham
73,0,0,2,ham
35,0,1,1,ham
72,0,1,2,ham
134,0,0,1,ham
106,0,1,2,ham
35,0,0,1,ham
22,0,0,1,ham
31,0,0,2,ham
19,0,0,1,ham
54,0,0,1,ham
29,0,0,1,ham
101,0,2,2,ham
108,0,1,1,spam
22,0,0,1,ham
89,0,0,2,ham
75,0,0,2,ham
34,0,0,1,ham
27,0,0,1,ham
34,0,0,1,ham
37,0,0,1,ham
170,0,0,2,ham
52,0,0,2,ham
24,0,0,1,ham
54,0,0,2,ham
139,2,7,1,spam
166,1,4,2,spam
56,0,0,1,ham
41,0,0,1,ham
89,0,0,2,ham
34,0,0,1,ham
43,0,0,1,ham
43,0,0,2,ham
43,0,0,2,ham
26,0,0,2,ham
55,0,0,1,ham
66,0,0,2,ham
55,0,0,1,ham
49,0,0,1,ham
7,0,0,1,ham
143,0,2,1,spam
27,0,0,1,ham
28,0,0,1,ham
33,0,0,1,ham
155,0,2,2,spam
157,0,1,2,ham
38,0,0,1,ham
159,0,0,2,ham
135,0,0,2,ham
158,2,3,2,spam
22,0,0,1,ham
48,0,0,1,ham
32,0,0,1,ham
80,0,0,1,ham
26,0,0,1,ham
136,0,7,1,spam
106,0,1,1,ham
51,0,0,1,ham
56,0,0,2,ham
13,0,0,1,ham
33,0,0,1,ham
30,0,0,1,ham
31,0,0,1,ham
35,0,0,1,ham
24,0,0,1,ham
26,0,0,1,ham
49,0,2,1,ham
159,0,0,2,ham
59,0,0,1,ham
64,0,0,1,ham
152,0,2,4,spam
109,0,2,2,ham
25,0,0,1,ham
160,0,1,3,spam
24,0,0,1,ham
36,0,3,1,ham
55,0,0,1,ham
36,0,0,1,ham
66,0,0,1,ham
25,0,0,1,ham
37,0,1,1,ham
44,0,0,2,ham
160,0,0,4,ham
63,0,0,1,ham
33,0,0,1,ham
17,0,0,1,ham
40,0,0,1,ham
43,0,0,1,ham
10,0,0,1,ham
51,0,0,2,ham
154,0,0,2,ham
113,0,0,2,ham
147,0,0,3,ham
155,1,11,1,spam
50,0,0,1,ham
64,0,0,1,ham
26,0,0,1,ham
9,0,0,1,ham
132,0,1,2,spam
22,0,0,1,ham
10,0,0,1,ham
124,0,0,3,ham
32,0,0,1,ham
24,0,0,1,ham
95,0,0,1,ham
35,0,0,1,ham
59,0,1,2,ham
73,0,0,2,ham
88,0,1,2,ham
77,0,2,2,ham
64,0,0,1,ham
76,0,0,1,ham
55,0,0,3,ham
26,0,1,1,ham
112,0,0,2,ham
77,0,0,1,ham
53,0,0,1,ham
102,0,0,1,ham
79,0,0,2,ham
42,0,0,1,ham
59,0,0,2,ham
32,0,0,1,ham
153,0,5,2,spam
70,0,0,1,ham
70,0,0,1,ham
143,0,1,2,spam
124,0,0,3,ham
21,0,0,1,ham
77,0,0,2,ham
25,0,0,1,ham
36,0,0,1,ham
75,0,0,1,ham
154,0,5,2,spam
36,0,0,1,ham
48,0,0,2,ham
175,0,0,3,ham
237,0,3,3,ham
23,0,0,1,ham
101,0,0,2,ham
62,0,0,2,ham
37,0,0,1,ham
52,0,0,2,ham
18,0,0,1,ham
106,0,2,1,spam
42,0,0,1,ham
79,0,0,2,ham
133,0,1,2,ham
91,0,2,2,ham
99,0,0,2,ham
160,0,3,2,spam
62,0,0,1,ham
155,0,0,2,spam
34,0,1,1,ham
40,0,1,1,ham
157,0,1,3,ham
133,0,0,2,ham
144,1,5,1,spam
139,1,5,2,spam
56,0,0,1,ham
93,3,5,3,ham
31,0,0,1,ham
26,0,0,1,ham
83,0,0,1,ham
76,0,0,2,ham
22,0,0,1,ham
89,0,3,1,spam
42,0,0,1,ham
120,0,0,1,ham
62,0,0,1,ham
24,0,0,1,ham
158,0,0,2,ham
46,0,0,2,ham
61,0,0,2,ham
156,0,0,2,ham
53,0,0,1,ham
73,0,0,1,ham
87,0,0,2,ham
74,0,0,2,ham
58,0,0,1,ham
80,0,0,1,ham
32,0,0,1,ham
147,0,0,3,ham
51,0,0,1,ham
147,1,9,1,spam
45,0,0,1,ham
29,0,0,1,ham
157,0,2,2,ham
56,0,0,1,ham
68,0,0,1,ham
22,0,0,1,ham
22,0,1,1,ham
84,0,0,2,ham
43,0,0,1,ham
62,0,0,1,ham
136,1,3,2,spam
158,0,5,2,spam
46,0,0,1,ham
47,0,0,1,ham
151,0,0,2,ham
240,0,0,3,ham
45,0,0,2,ham
30,0,0,1,ham
114,0,0,1,ham
32,0,0,1,ham
43,0,0,1,ham
153,0,9,1,spam
110,0,0,2,ham
201,0,0,2,ham
151,0,0,2,ham
86,0,0,1,ham
46,0,0,1,ham
41,0,0,1,ham
84,0,0,2,ham
29,0,0,1,ham
98,0,1,2,ham
86,0,0,2,ham
15,0,0,1,ham
37,0,0,1,ham
69,0,0,1,spam
42,0,0,1,ham
152,1,6,3,spam
7,0,0,2,ham
111,0,0,3,ham
42,0,0,2,ham
29,0,0,1,ham
68,0,0,1,ham
62,0,0,1,ham
69,0,0,1,ham
139,0,0,2,ham
38,0,0,1,ham
46,0,0,1,ham
153,1,8,2,spam
29,0,0,1,ham
121,0,2,2,ham
33,0,0,1,ham
42,0,0,1,ham
89,0,0,2,ham
74,0,0,1,ham
135,0,7,1,spam
71,0,0,2,ham
45,0,0,1,ham
37,0,0,1,ham
136,1,2,2,spam
33,0,0,1,ham
54,0,0,1,ham
69,0,0,2,ham
43,0,0,1,ham
81,0,0,1,ham
53,0,0,1,ham
76,0,0,1,ham
22,0,0,1,ham
27,0,0,1,ham
109,0,0,2,ham
12,0,0,1,ham
44,0,0,1,ham
58,0,0,2,ham
5,0,0,1,ham
121,0,0,3,ham
152,0,3,2,ham
22,0,0,1,ham
159,0,5,2,spam
95,0,4,1,spam
58,0,0,1,ham
40,0,0,1,ham
297,0,0,5,ham
39,0,0,1,ham
92,0,0,2,ham
158,0,9,9,ham
82,0,0,1,ham
35,0,0,1,ham
66,0,1,1,ham
27,0,0,1,ham
32,0,0,1,ham
85,0,0,2,ham
137,0,4,2,spam
126,0,0,3,ham
147,0,8,2,spam
75,0,0,1,ham
92,0,0,2,ham
27,0,0,1,ham
35,0,1,1,ham
145,0,0,3,ham
113,0,0,2,ham
31,0,0,1,ham
22,0,1,1,ham
150,2,4,2,spam
166,0,0,2,ham
276,0,0,9,ham
171,0,0,3,ham
76,0,0,2,ham
158,0,1,2,ham
22,0,0,1,ham
24,0,0,1,ham
132,0,2,1,spam
44,0,1,1,ham
51,0,0,1,ham
44,0,0,1,ham
47,0,0,2,ham
146,1,7,2,spam
44,0,2,1,ham
134,0,6,2,spam
32,0,1,1,ham
415,0,0,9,ham
181,0,6,2,spam
32,0,0,1,ham
22,0,0,1,ham
40,0,0,1,ham
24,0,0,1,ham
160,0,3,2,ham
80,0,0,2,ham
27,0,0,1,ham
155,0,6,3,spam
237,0,0,4,ham
134,0,0,2,ham
33,0,0,1,ham
153,0,6,2,spam
80,0,0,1,ham
45,0,0,1,ham
48,0,0,1,ham
148,0,0,3,ham
156,0,0,2,ham
38,0,0,1,ham
49,0,1,1,ham
38,0,0,1,ham
48,0,0,1,ham
22,0,0,1,ham
98,0,0,2,ham
159,0,3,2,spam
124,0,0,2,spam
149,0,0,6,ham
37,0,1,1,ham
22,0,0,1,ham
33,0,0,1,ham
83,0,0,2,ham
24,0,0,1,ham
38,0,0,1,ham
129,0,0,1,ham
85,0,1,3,ham
46,0,1,1,ham
87,0,0,1,ham
106,0,1,1,ham
95,0,0,1,ham
86,0,0,2,ham
107,0,0,2,ham
40,0,0,1,ham
120,2,3,2,spam
137,0,0,2,spam
33,0,0,1,ham
146,0,0,2,ham
136,0,2,2,ham
140,0,2,1,spam
100,0,1,2,ham
64,0,1,1,ham
73,0,0,1,ham
146,0,0,3,ham
39,0,0,1,ham
32,0,0,1,ham
65,0,2,2,ham
41,0,0,1,ham
152,0,0,4,ham
9,0,0,1,ham
34,0,0,1,ham
153,0,5,2,spam
66,0,0,2,ham
160,1,4,1,spam
137,2,5,3,spam
133,0,0,3,ham
125,0,1,4,ham
132,0,0,2,ham
44,0,0,1,ham
42,0,0,1,ham
142,0,0,1,ham
62,0,1,3,ham
54,0,0,1,ham
54,0,0,1,ham
54,0,1,1,ham
90,0,2,2,ham
111,0,0,2,ham
22,0,0,1,ham
22,0,0,1,ham
57,0,0,1,ham
24,0,0,1,ham
138,0,4,2,spam
38,0,1,1,ham
32,0,1,1,ham
70,0,0,2,ham
25,0,0,1,ham
96,0,0,2,ham
177,2,4,2,spam
97,0,2,1,ham
27,0,0,1,ham
150,0,3,2,ham
42,0,0,1,ham
61,0,0,1,ham
51,0,0,1,ham
28,0,0,1,ham
22,0,0,1,ham
26,0,0,1,ham
78,0,0,1,ham
51,0,0,1,ham
42,0,0,1,ham
169,3,10,2,spam
247,0,0,3,ham
81,0,0,2,ham
15,0,0,1,ham
28,0,0,1,ham
28,0,0,1,ham
78,0,0,1,ham
60,0,0,1,ham
156,2,6,2,spam
59,0,0,1,ham
59,0,0,1,ham
146,0,0,5,ham
73,0,1,1,ham
47,0,1,1,ham
154,0,8,3,spam
152,0,0,7,ham
31,0,0,1,ham
66,0,0,1,ham
19,0,0,1,ham
57,0,0,1,ham
100,0,0,1,ham
22,0,0,1,ham
44,0,1,2,ham
146,0,8,2,spam
133,0,8,1,spam
67,0,0,2,ham
126,0,3,2,spam
84,0,0,2,ham
48,0,0,1,ham
43,0,0,2,ham
69,0,0,1,ham
27,0,0,2,ham
72,0,0,1,ham
149,0,2,2,spam
